Age,Monthly_Income,Profession,City_Type,Household_Size,Weekly_Activity_Freq,Sports_Played,Owns_Equipment,Equipment_Owned,Purchase_Channel,Importance_Quality,Importance_Price,Importance_Brand,Importance_Speed,Importance_Sustainability,Importance_Customization,Importance_BundleDeals,Monthly_Equipment_Budget,Willingness_To_Use_App,Influenced_By_Sustainability,Satisfaction_Current_Buying,Purchase_Influencers,Purchase_Challenges,Preference_Rent_Over_Buy,Knowledge_Level,Willing_To_Recommend
51,18899,Business Owner,Tier 2,4,5+ times,['Tennis'],No,"['Shoes', 'Rackets']",Online,4,2,5,4,1,4,5,1822,Unlikely,No,3,"['Personalized discounts', 'Fitness events', 'Buy-back offers']","['Limited stock', 'None', 'No bundling']",Maybe,Intermediate,Not Sure
19,44859,Retired,Metro,4,3-4 times,['Basketball'],Yes,"['Rackets', 'Shoes', 'Yoga Mats']",Both,3,4,1,3,2,4,5,920,Unlikely,Maybe,1,"['Same-day delivery', 'Buy-back offers', 'Eco-friendly packaging']","['Poor quality', 'None']",Yes,Expert,Definitely Not
49,44428,Business Owner,Tier 2,2,1-2 times,"['Badminton', 'Cycling']",No,[],Offline,3,4,2,3,4,4,3,3414,Likely,Yes,1,"['Smart recommendations', 'Loyalty rewards', 'Eco-friendly packaging']","['None', 'Limited stock', 'Late delivery']",Maybe,Beginner,Definitely
40,28887,Student,Tier 3,5,Never,['Basketball'],No,[],Offline,3,5,1,5,1,4,4,2255,Neutral,Yes,1,"['Same-day delivery', 'Smart recommendations', 'Fitness events']","['Limited stock', 'Expensive pricing', 'Late delivery']",Yes,Intermediate,Not Sure
39,38332,Student,Tier 3,4,3-4 times,['Football'],No,"['Yoga Mats', 'Weights']",Online,4,3,5,3,4,2,2,874,Likely,Yes,4,"['Loyalty rewards', 'Personalized discounts', 'Buy-back offers']",['None'],Yes,Intermediate,Probably
42,33341,Athlete,Tier 2,2,5+ times,"['Cricket', 'Football', 'Basketball']",No,['Weights'],Both,3,4,2,3,2,5,2,1646,Likely,No,5,"['Fitness events', 'Buy-back offers', 'Smart recommendations']","['Late delivery', 'None', 'Expensive pricing', 'Poor personalization']",No,Beginner,Definitely
39,76284,Student,Metro,1,5+ times,['Badminton'],Yes,"['Balls', 'Yoga Mats']",Online,4,5,5,4,3,4,4,2088,Neutral,No,5,"['Buy-back offers', 'Fitness events', 'Smart recommendations']","['Not eco-friendly', 'Poor personalization', 'None']",Maybe,Beginner,Not Sure
39,64035,Retired,Tier 2,5,3-4 times,"['Running', 'Cricket', 'Tennis']",Yes,"['Nets', 'Shoes', 'Rackets']",Both,4,4,3,3,2,5,2,3363,Likely,Maybe,4,"['Personalized discounts', 'Eco-friendly packaging', 'Loyalty rewards']","['None', 'Poor personalization', 'Poor quality', 'No bundling']",Maybe,Intermediate,Probably
59,69073,Retired,Tier 2,3,1-2 times,"['Badminton', 'Gym', 'Tennis', 'Basketball']",Yes,"['Weights', 'Nets']",Online,3,3,5,3,2,3,2,1113,Unlikely,Yes,2,"['Eco-friendly packaging', 'Smart recommendations', 'Buy-back offers']","['Poor personalization', 'No bundling']",Maybe,Beginner,Definitely
23,60825,Retired,Metro,4,1-2 times,['Running'],Yes,"['Balls', 'Weights']",Online,4,5,3,4,2,4,4,2780,Likely,Maybe,4,"['Fitness events', 'Buy-back offers', 'Personalized discounts']","['No bundling', 'Poor quality']",No,Intermediate,Definitely
32,33064,Athlete,Metro,2,5+ times,['Running'],Yes,"['Shoes', 'Balls', 'Rackets']",Online,5,5,2,5,5,4,2,3119,Likely,Yes,1,"['Loyalty rewards', 'Same-day delivery', 'Eco-friendly packaging']","['No bundling', 'Not eco-friendly', 'Expensive pricing']",Maybe,Beginner,Not Sure
54,42132,Athlete,Tier 3,1,1-2 times,"['Football', 'Badminton', 'Cricket']",No,"['Weights', 'Nets']",Online,3,5,3,5,4,5,5,1497,Neutral,No,4,"['Same-day delivery', 'Loyalty rewards', 'Eco-friendly packaging']","['Poor personalization', 'Poor quality']",No,Expert,Definitely
50,57340,Student,Metro,3,1-2 times,"['Cycling', 'Gym', 'Basketball', 'Badminton']",No,[],Offline,3,4,2,4,4,4,3,1777,Likely,Yes,1,"['Same-day delivery', 'Smart recommendations', 'Personalized discounts']",['Poor quality'],Yes,Beginner,Definitely
25,31668,Working Professional,Metro,2,1-2 times,"['Badminton', 'Cricket']",Yes,['Rackets'],Both,4,3,2,4,4,4,4,1170,Very Likely,Maybe,3,"['Loyalty rewards', 'Smart recommendations', 'Fitness events']","['Poor personalization', 'Late delivery', 'No bundling']",Yes,Intermediate,Probably
22,60694,Working Professional,Metro,2,3-4 times,"['Football', 'Running', 'Gym', 'Badminton']",No,"['Weights', 'Yoga Mats']",Both,4,5,4,5,5,4,3,1837,Very Likely,No,1,"['Eco-friendly packaging', 'Personalized discounts', 'Buy-back offers']","['No bundling', 'Limited stock', 'Late delivery']",Maybe,Intermediate,Definitely
56,46395,Athlete,Metro,3,5+ times,"['Cricket', 'Cycling', 'Gym']",No,"['Weights', 'Yoga Mats', 'Rackets']",Online,3,2,2,5,3,2,2,1970,Likely,No,5,"['Eco-friendly packaging', 'Loyalty rewards', 'Smart recommendations']","['Late delivery', 'Poor personalization', 'Expensive pricing']",Yes,Beginner,Probably Not
21,44377,Student,Tier 3,1,1-2 times,"['Badminton', 'Running', 'Cricket', 'Football']",Yes,['Shoes'],Online,5,3,3,5,2,2,2,2527,Likely,Maybe,4,"['Same-day delivery', 'Eco-friendly packaging', 'Fitness events']","['Expensive pricing', 'Late delivery']",Yes,Beginner,Probably
23,60664,Working Professional,Tier 2,1,3-4 times,"['Running', 'Badminton', 'Gym']",Yes,"['Shoes', 'Rackets', 'Yoga Mats']",Both,4,2,4,5,3,4,5,2872,Neutral,Yes,1,"['Loyalty rewards', 'Same-day delivery', 'Smart recommendations']","['Late delivery', 'Not eco-friendly']",Maybe,Intermediate,Probably
49,56663,Student,Tier 2,5,3-4 times,"['Running', 'Basketball', 'Football']",Yes,['Nets'],Both,4,2,4,5,5,2,4,1401,Neutral,Yes,2,"['Same-day delivery', 'Fitness events', 'Smart recommendations']","['Poor quality', 'Limited stock', 'Not eco-friendly']",Yes,Expert,Probably Not
47,44585,Student,Metro,4,5+ times,"['Cycling', 'Gym']",No,['Nets'],Online,5,5,2,4,4,3,2,426,Likely,Maybe,3,"['Same-day delivery', 'Loyalty rewards', 'Smart recommendations']","['None', 'No bundling', 'Expensive pricing', 'Not eco-friendly']",Maybe,Beginner,Probably
52,67389,Student,Metro,3,1-2 times,['Running'],Yes,"['Yoga Mats', 'Rackets']",Online,5,5,5,3,2,4,4,1983,Likely,Yes,2,"['Fitness events', 'Personalized discounts', 'Smart recommendations']","['No bundling', 'Poor personalization']",Maybe,Intermediate,Definitely
57,33784,Homemaker,Metro,3,3-4 times,"['Football', 'Tennis', 'Basketball']",Yes,[],Online,3,4,5,5,1,3,4,2234,Very Likely,Yes,2,"['Buy-back offers', 'Personalized discounts', 'Smart recommendations']","['Limited stock', 'None']",Yes,Beginner,Not Sure
33,59239,Retired,Metro,3,1-2 times,"['Cycling', 'Basketball', 'Running']",Yes,"['Nets', 'Rackets']",Both,5,4,4,5,1,5,4,2199,Likely,Yes,2,"['Personalized discounts', 'Loyalty rewards', 'Buy-back offers']","['None', 'Limited stock', 'Late delivery']",Yes,Beginner,Probably
30,58896,Student,Metro,1,5+ times,"['Football', 'Cycling']",No,"['Nets', 'Balls', 'Rackets']",Offline,3,4,2,3,3,3,4,1738,Likely,No,3,"['Eco-friendly packaging', 'Smart recommendations', 'Personalized discounts']","['Limited stock', 'Not eco-friendly', 'Poor personalization', 'Poor quality']",Yes,Intermediate,Definitely
59,45356,Homemaker,Tier 2,4,3-4 times,"['Basketball', 'Running', 'Tennis']",No,"['Weights', 'Nets', 'Balls']",Online,5,3,5,3,4,5,4,2099,Likely,Yes,3,"['Smart recommendations', 'Eco-friendly packaging', 'Personalized discounts']","['Poor personalization', 'Late delivery', 'No bundling']",Yes,Expert,Not Sure
47,54891,Athlete,Metro,5,1-2 times,['Running'],No,['Rackets'],Online,4,4,2,3,1,4,3,3212,Very Likely,Yes,3,"['Personalized discounts', 'Fitness events', 'Eco-friendly packaging']","['Limited stock', 'Late delivery']",Yes,Beginner,Not Sure
36,31233,Working Professional,Tier 2,2,3-4 times,"['Badminton', 'Gym']",No,['Nets'],Both,3,2,2,3,3,5,5,2305,Likely,Yes,3,"['Eco-friendly packaging', 'Same-day delivery', 'Buy-back offers']","['Poor quality', 'Expensive pricing', 'Not eco-friendly']",No,Expert,Not Sure
34,63860,Retired,Metro,2,3-4 times,['Cycling'],No,[],Online,3,4,4,3,5,5,4,1701,Likely,Yes,2,"['Personalized discounts', 'Eco-friendly packaging', 'Buy-back offers']","['Limited stock', 'Poor quality', 'None']",Yes,Beginner,Definitely Not
36,47226,Working Professional,Metro,3,Never,['Cricket'],No,"['Weights', 'Nets']",Online,3,5,4,3,3,3,3,1599,Neutral,Maybe,5,"['Eco-friendly packaging', 'Smart recommendations', 'Same-day delivery']","['Poor quality', 'Poor personalization', 'No bundling']",No,Intermediate,Not Sure
45,42159,Retired,Metro,4,5+ times,"['Running', 'Cricket']",No,"['Yoga Mats', 'Balls', 'Shoes']",Offline,5,4,1,4,3,3,2,1864,Very Likely,Maybe,5,"['Fitness events', 'Personalized discounts', 'Smart recommendations']","['Expensive pricing', 'Not eco-friendly', 'None', 'No bundling']",Maybe,Intermediate,Not Sure
43,65735,Working Professional,Tier 3,1,1-2 times,"['Gym', 'Basketball', 'Cycling']",No,['Yoga Mats'],Online,4,3,5,3,3,3,4,3309,Very Unlikely,No,3,"['Loyalty rewards', 'Fitness events', 'Same-day delivery']","['Poor quality', 'Expensive pricing', 'None']",Yes,Intermediate,Not Sure
54,39434,Retired,Tier 3,4,3-4 times,['Football'],Yes,[],Online,3,3,5,3,2,4,2,1853,Very Likely,Yes,4,"['Buy-back offers', 'Same-day delivery', 'Smart recommendations']","['Late delivery', 'No bundling']",Yes,Intermediate,Definitely
43,28873,Working Professional,Tier 3,4,3-4 times,['Cycling'],Yes,"['Shoes', 'Balls', 'Weights']",Both,3,2,5,4,3,4,4,1984,Likely,Maybe,1,"['Personalized discounts', 'Loyalty rewards', 'Fitness events']","['Poor quality', 'None', 'No bundling']",Yes,Beginner,Definitely
40,26650,Working Professional,Metro,1,3-4 times,['Cricket'],Yes,['Rackets'],Both,3,3,3,3,3,3,3,1614,Likely,No,4,"['Personalized discounts', 'Eco-friendly packaging', 'Same-day delivery']","['Late delivery', 'Poor personalization', 'Not eco-friendly', 'No bundling']",Maybe,Intermediate,Not Sure
26,59090,Working Professional,Metro,3,1-2 times,['Running'],Yes,"['Yoga Mats', 'Shoes', 'Rackets']",Both,3,4,2,5,2,4,3,2879,Likely,Yes,4,"['Loyalty rewards', 'Fitness events', 'Eco-friendly packaging']",['Late delivery'],No,Intermediate,Probably
29,30793,Working Professional,Tier 2,4,5+ times,"['Cycling', 'Cricket']",Yes,[],Both,4,5,4,5,2,4,3,3567,Likely,Maybe,4,"['Buy-back offers', 'Fitness events', 'Loyalty rewards']","['Expensive pricing', 'Poor personalization', 'No bundling', 'Late delivery']",No,Beginner,Definitely
18,76321,Athlete,Metro,2,3-4 times,"['Tennis', 'Badminton']",Yes,[],Offline,5,3,5,3,5,5,5,2360,Very Unlikely,No,5,"['Buy-back offers', 'Eco-friendly packaging', 'Smart recommendations']","['Poor personalization', 'No bundling', 'Not eco-friendly']",Yes,Expert,Definitely
18,18771,Student,Tier 3,1,3-4 times,"['Gym', 'Badminton', 'Tennis', 'Running']",No,"['Nets', 'Balls', 'Rackets']",Both,4,2,1,4,4,5,2,2066,Very Likely,No,1,"['Eco-friendly packaging', 'Buy-back offers', 'Same-day delivery']",['Poor quality'],Yes,Beginner,Definitely
51,75446,Business Owner,Metro,5,3-4 times,"['Cricket', 'Football', 'Basketball', 'Badminton']",No,"['Balls', 'Rackets']",Online,3,4,5,5,1,3,5,2029,Likely,No,4,"['Loyalty rewards', 'Smart recommendations', 'Eco-friendly packaging']","['Expensive pricing', 'Poor personalization', 'No bundling']",Yes,Intermediate,Probably
49,53165,Homemaker,Metro,3,3-4 times,['Basketball'],No,"['Nets', 'Yoga Mats', 'Shoes']",Offline,4,2,2,4,1,4,4,92,Neutral,Yes,3,"['Buy-back offers', 'Personalized discounts', 'Loyalty rewards']","['Late delivery', 'No bundling', 'Expensive pricing', 'Limited stock']",Yes,Beginner,Not Sure
42,48549,Business Owner,Metro,1,Never,"['Badminton', 'Tennis', 'Gym']",Yes,['Weights'],Both,3,3,2,5,3,5,2,2596,Unlikely,Yes,5,"['Buy-back offers', 'Smart recommendations', 'Same-day delivery']",['Limited stock'],Maybe,Beginner,Probably Not
57,41826,Business Owner,Metro,5,1-2 times,['Running'],Yes,"['Shoes', 'Nets']",Online,5,3,4,3,5,2,3,2107,Likely,No,3,"['Fitness events', 'Personalized discounts', 'Loyalty rewards']",['Not eco-friendly'],Yes,Beginner,Not Sure
18,55987,Retired,Tier 2,5,5+ times,"['Football', 'Cricket', 'Gym']",Yes,['Rackets'],Online,5,2,3,4,3,4,2,2342,Likely,Yes,3,"['Same-day delivery', 'Personalized discounts', 'Loyalty rewards']","['Late delivery', 'Expensive pricing', 'No bundling']",Maybe,Intermediate,Not Sure
33,49435,Student,Metro,4,1-2 times,['Tennis'],Yes,"['Yoga Mats', 'Balls', 'Nets']",Online,5,4,4,4,1,2,3,1430,Likely,Yes,4,"['Same-day delivery', 'Personalized discounts', 'Loyalty rewards']","['Late delivery', 'Limited stock', 'Poor quality']",Yes,Intermediate,Probably
56,66549,Retired,Metro,4,3-4 times,"['Basketball', 'Running', 'Badminton', 'Cricket']",Yes,"['Nets', 'Rackets']",Online,3,3,5,4,2,3,5,1692,Likely,No,3,"['Fitness events', 'Personalized discounts', 'Buy-back offers']","['Late delivery', 'Poor personalization', 'None', 'Expensive pricing']",No,Beginner,Definitely
22,51713,Student,Metro,4,5+ times,"['Cycling', 'Cricket', 'Football', 'Running']",Yes,['Yoga Mats'],Online,4,5,1,5,4,4,5,1671,Likely,No,1,"['Eco-friendly packaging', 'Smart recommendations', 'Buy-back offers']","['Poor personalization', 'Not eco-friendly', 'Limited stock']",No,Beginner,Definitely
39,52254,Student,Metro,1,Never,"['Running', 'Cricket', 'Gym']",No,"['Nets', 'Yoga Mats', 'Rackets']",Both,5,3,4,5,5,3,3,2817,Very Likely,Yes,3,"['Personalized discounts', 'Buy-back offers', 'Eco-friendly packaging']",['Poor personalization'],Yes,Beginner,Probably
46,44545,Working Professional,Tier 2,1,3-4 times,['Basketball'],No,"['Nets', 'Shoes', 'Weights']",Both,3,4,3,5,2,3,3,1696,Likely,No,4,"['Eco-friendly packaging', 'Personalized discounts', 'Smart recommendations']","['No bundling', 'None']",Yes,Intermediate,Definitely
20,49145,Athlete,Tier 3,3,3-4 times,"['Running', 'Gym', 'Basketball']",Yes,"['Yoga Mats', 'Shoes']",Online,3,3,4,3,4,3,4,3666,Very Likely,Maybe,3,"['Fitness events', 'Buy-back offers', 'Personalized discounts']","['Not eco-friendly', 'Limited stock']",Maybe,Intermediate,Probably
29,54617,Working Professional,Tier 3,4,3-4 times,"['Badminton', 'Tennis', 'Cycling', 'Gym']",Yes,"['Shoes', 'Nets', 'Balls']",Online,4,2,2,5,5,3,5,2344,Unlikely,No,5,"['Buy-back offers', 'Personalized discounts', 'Eco-friendly packaging']","['Limited stock', 'Poor quality', 'Expensive pricing', 'Poor personalization']",Yes,Beginner,Probably
43,24347,Athlete,Tier 2,5,Never,['Tennis'],Yes,[],Online,5,3,5,3,5,3,5,979,Likely,Yes,5,"['Loyalty rewards', 'Personalized discounts', 'Fitness events']","['Poor personalization', 'No bundling', 'None']",Yes,Beginner,Probably
33,29777,Retired,Metro,2,Never,['Running'],Yes,['Shoes'],Both,3,3,5,4,1,4,4,1897,Neutral,Yes,5,"['Loyalty rewards', 'Eco-friendly packaging', 'Buy-back offers']","['No bundling', 'Late delivery', 'Poor quality', 'None']",Yes,Intermediate,Definitely Not
54,61148,Athlete,Tier 2,3,3-4 times,"['Basketball', 'Tennis', 'Football']",No,['Yoga Mats'],Online,4,4,5,4,2,2,5,1478,Likely,Yes,2,"['Same-day delivery', 'Loyalty rewards', 'Smart recommendations']","['Late delivery', 'Poor quality']",No,Beginner,Probably
39,52562,Retired,Metro,1,5+ times,"['Basketball', 'Cycling']",Yes,"['Shoes', 'Nets', 'Weights']",Online,5,2,5,3,5,4,3,244,Very Likely,Yes,5,"['Eco-friendly packaging', 'Personalized discounts', 'Fitness events']","['None', 'Late delivery']",Maybe,Beginner,Definitely
46,47240,Business Owner,Metro,3,3-4 times,"['Football', 'Basketball', 'Tennis']",Yes,"['Rackets', 'Shoes', 'Yoga Mats']",Online,4,4,5,5,5,4,2,3279,Unlikely,Yes,5,"['Smart recommendations', 'Eco-friendly packaging', 'Buy-back offers']","['Late delivery', 'Not eco-friendly', 'Expensive pricing']",No,Beginner,Probably
31,50276,Business Owner,Tier 3,3,3-4 times,"['Gym', 'Cycling', 'Badminton', 'Basketball']",Yes,[],Online,4,3,5,3,4,4,2,2562,Unlikely,Yes,2,"['Buy-back offers', 'Fitness events', 'Eco-friendly packaging']",['Late delivery'],Maybe,Intermediate,Probably
45,55213,Athlete,Metro,3,Never,"['Cricket', 'Basketball', 'Gym', 'Cycling']",Yes,"['Shoes', 'Weights']",Online,3,5,1,4,1,5,5,2426,Very Likely,Yes,5,"['Eco-friendly packaging', 'Fitness events', 'Smart recommendations']","['Late delivery', 'Limited stock', 'No bundling']",No,Intermediate,Definitely
22,41903,Athlete,Tier 3,3,3-4 times,"['Running', 'Cycling', 'Football', 'Tennis']",Yes,"['Balls', 'Weights', 'Nets']",Both,3,3,3,4,3,5,4,2132,Neutral,Maybe,4,"['Eco-friendly packaging', 'Fitness events', 'Smart recommendations']","['Poor personalization', 'None']",Yes,Intermediate,Definitely
47,38325,Retired,Metro,2,1-2 times,"['Running', 'Basketball', 'Cycling', 'Badminton']",No,"['Nets', 'Rackets', 'Weights']",Offline,3,4,5,3,1,4,3,894,Likely,Yes,5,"['Eco-friendly packaging', 'Personalized discounts', 'Same-day delivery']",['Expensive pricing'],No,Beginner,Probably
22,52937,Working Professional,Tier 2,4,5+ times,"['Cycling', 'Tennis', 'Basketball', 'Football']",Yes,"['Nets', 'Yoga Mats', 'Weights']",Offline,4,5,3,5,3,2,2,1613,Likely,No,5,"['Buy-back offers', 'Same-day delivery', 'Personalized discounts']","['Expensive pricing', 'Poor personalization', 'Poor quality', 'No bundling']",No,Intermediate,Probably Not
29,35324,Retired,Tier 2,5,5+ times,"['Tennis', 'Badminton']",Yes,"['Shoes', 'Weights', 'Yoga Mats']",Online,3,4,5,5,2,4,3,2673,Very Likely,No,2,"['Loyalty rewards', 'Same-day delivery', 'Smart recommendations']","['Limited stock', 'Not eco-friendly']",Maybe,Beginner,Probably
33,56123,Working Professional,Tier 3,3,3-4 times,['Cycling'],Yes,['Balls'],Both,4,4,4,3,2,3,5,1159,Unlikely,Yes,4,"['Personalized discounts', 'Buy-back offers', 'Loyalty rewards']","['Poor quality', 'Not eco-friendly', 'Limited stock', 'No bundling']",Maybe,Expert,Probably Not
43,24461,Business Owner,Tier 2,3,5+ times,"['Tennis', 'Cycling', 'Running']",Yes,"['Yoga Mats', 'Shoes', 'Nets']",Offline,4,2,5,3,5,5,5,25,Unlikely,Maybe,3,"['Personalized discounts', 'Eco-friendly packaging', 'Buy-back offers']",['No bundling'],No,Intermediate,Not Sure
43,65437,Student,Tier 2,3,Never,"['Cricket', 'Basketball', 'Gym']",No,['Shoes'],Online,3,5,2,5,2,5,2,1818,Likely,No,1,"['Fitness events', 'Eco-friendly packaging', 'Buy-back offers']","['Not eco-friendly', 'No bundling', 'Poor quality', 'None']",Maybe,Intermediate,Definitely
38,57088,Athlete,Metro,4,3-4 times,"['Running', 'Gym', 'Tennis', 'Cycling']",Yes,"['Rackets', 'Nets', 'Shoes']",Offline,5,3,1,4,5,4,5,1886,Very Likely,Yes,4,"['Buy-back offers', 'Same-day delivery', 'Smart recommendations']","['Poor quality', 'None']",Maybe,Beginner,Not Sure
56,53840,Working Professional,Tier 2,1,1-2 times,"['Basketball', 'Tennis', 'Cricket']",Yes,"['Nets', 'Rackets']",Online,5,4,4,3,1,4,4,2108,Likely,No,3,"['Same-day delivery', 'Loyalty rewards', 'Buy-back offers']","['Limited stock', 'No bundling', 'Not eco-friendly']",Maybe,Beginner,Probably
53,64740,Retired,Metro,1,5+ times,"['Basketball', 'Badminton', 'Cycling', 'Running']",Yes,[],Both,5,3,4,5,2,2,5,2582,Neutral,Yes,4,"['Smart recommendations', 'Loyalty rewards', 'Buy-back offers']","['Limited stock', 'None', 'Not eco-friendly', 'Poor personalization']",Maybe,Intermediate,Definitely
50,74982,Business Owner,Tier 2,2,1-2 times,"['Football', 'Cycling']",Yes,"['Rackets', 'Shoes']",Online,4,2,2,5,1,2,5,2510,Likely,No,3,"['Smart recommendations', 'Same-day delivery', 'Eco-friendly packaging']","['Expensive pricing', 'No bundling']",Maybe,Intermediate,Probably
47,65215,Working Professional,Tier 2,1,3-4 times,"['Running', 'Cricket']",Yes,"['Nets', 'Weights', 'Balls']",Both,4,2,5,4,1,3,5,2207,Very Likely,Yes,3,"['Buy-back offers', 'Personalized discounts', 'Eco-friendly packaging']","['Late delivery', 'Limited stock']",No,Beginner,Not Sure
54,22386,Retired,Tier 2,3,5+ times,['Running'],Yes,"['Rackets', 'Balls', 'Shoes']",Online,4,5,1,4,2,4,3,2956,Very Likely,Maybe,4,"['Same-day delivery', 'Fitness events', 'Personalized discounts']",['No bundling'],Maybe,Expert,Definitely
40,30806,Athlete,Metro,3,Never,"['Cricket', 'Gym']",Yes,"['Rackets', 'Balls', 'Yoga Mats']",Both,3,2,4,4,1,4,3,784,Very Likely,Yes,2,"['Loyalty rewards', 'Same-day delivery', 'Eco-friendly packaging']","['Limited stock', 'Poor quality']",Yes,Expert,Probably Not
27,40627,Athlete,Metro,3,1-2 times,"['Basketball', 'Tennis']",No,"['Balls', 'Nets']",Offline,4,2,1,4,2,4,2,2403,Very Unlikely,No,4,"['Loyalty rewards', 'Smart recommendations', 'Same-day delivery']","['Not eco-friendly', 'Poor personalization', 'None']",No,Intermediate,Not Sure
22,50391,Homemaker,Tier 2,2,3-4 times,['Basketball'],Yes,"['Nets', 'Shoes', 'Rackets']",Both,3,3,4,4,2,5,2,2501,Unlikely,Yes,4,"['Eco-friendly packaging', 'Same-day delivery', 'Personalized discounts']","['Expensive pricing', 'Not eco-friendly', 'Poor personalization']",No,Expert,Probably Not
53,57764,Student,Metro,3,3-4 times,"['Football', 'Tennis', 'Basketball']",No,"['Weights', 'Balls']",Online,3,2,5,3,2,3,2,1008,Likely,No,3,"['Personalized discounts', 'Fitness events', 'Buy-back offers']","['None', 'Not eco-friendly', 'Poor personalization', 'Late delivery']",No,Beginner,Definitely
51,39113,Homemaker,Metro,1,1-2 times,"['Gym', 'Badminton', 'Running', 'Tennis']",Yes,['Yoga Mats'],Online,5,2,4,5,3,2,5,797,Very Likely,No,1,"['Fitness events', 'Loyalty rewards', 'Buy-back offers']","['Late delivery', 'None', 'No bundling', 'Poor quality']",Maybe,Beginner,Probably Not
48,52801,Business Owner,Metro,4,1-2 times,"['Football', 'Cycling', 'Basketball', 'Badminton']",No,[],Both,5,4,4,3,1,5,3,1403,Neutral,Yes,3,"['Fitness events', 'Eco-friendly packaging', 'Personalized discounts']","['Limited stock', 'Poor quality', 'Poor personalization', 'Expensive pricing']",Yes,Beginner,Definitely
27,38669,Working Professional,Tier 3,4,1-2 times,"['Cycling', 'Basketball', 'Gym']",No,[],Online,5,2,3,3,4,5,4,1470,Neutral,No,5,"['Buy-back offers', 'Personalized discounts', 'Fitness events']","['None', 'Not eco-friendly', 'Expensive pricing', 'Poor personalization']",Maybe,Intermediate,Definitely
36,40827,Business Owner,Tier 2,5,5+ times,['Running'],Yes,"['Shoes', 'Nets']",Online,3,4,5,3,2,5,5,2602,Very Likely,Yes,4,"['Smart recommendations', 'Personalized discounts', 'Same-day delivery']","['Limited stock', 'Expensive pricing', 'Poor personalization']",No,Beginner,Not Sure
49,28900,Retired,Metro,1,3-4 times,"['Cricket', 'Badminton', 'Running']",No,['Nets'],Offline,3,2,2,3,1,5,5,1508,Unlikely,Maybe,4,"['Buy-back offers', 'Loyalty rewards', 'Smart recommendations']",['No bundling'],No,Expert,Not Sure
18,36151,Athlete,Metro,3,Never,"['Tennis', 'Gym']",Yes,"['Shoes', 'Rackets']",Offline,3,2,2,3,5,3,5,1314,Likely,Yes,2,"['Loyalty rewards', 'Buy-back offers', 'Fitness events']","['Poor quality', 'Not eco-friendly', 'No bundling', 'Late delivery']",No,Beginner,Probably
22,29724,Homemaker,Metro,4,1-2 times,['Badminton'],No,['Weights'],Online,4,5,5,4,2,4,4,1510,Likely,Maybe,3,"['Personalized discounts', 'Loyalty rewards', 'Fitness events']",['None'],No,Beginner,Probably
21,35361,Homemaker,Tier 2,1,1-2 times,['Tennis'],Yes,"['Balls', 'Weights', 'Nets']",Online,3,5,2,4,2,2,2,2894,Likely,Maybe,2,"['Loyalty rewards', 'Buy-back offers', 'Smart recommendations']","['None', 'Poor quality']",Maybe,Expert,Definitely
33,65804,Homemaker,Tier 2,4,1-2 times,['Football'],Yes,['Shoes'],Online,5,4,5,5,4,2,4,2010,Likely,Yes,4,"['Smart recommendations', 'Buy-back offers', 'Same-day delivery']","['Not eco-friendly', 'Poor personalization']",Yes,Beginner,Probably
41,35759,Business Owner,Metro,3,3-4 times,"['Cycling', 'Cricket', 'Gym', 'Running']",Yes,['Nets'],Both,5,2,2,3,3,5,2,1856,Likely,Yes,3,"['Personalized discounts', 'Eco-friendly packaging', 'Same-day delivery']","['Poor quality', 'None', 'Limited stock', 'No bundling']",Yes,Beginner,Probably
33,89485,Athlete,Metro,4,1-2 times,"['Running', 'Football', 'Gym']",No,['Yoga Mats'],Offline,3,3,3,5,3,5,4,1911,Likely,Yes,3,"['Loyalty rewards', 'Fitness events', 'Personalized discounts']","['Poor quality', 'No bundling']",No,Intermediate,Probably
19,57399,Working Professional,Metro,5,1-2 times,['Badminton'],Yes,[],Both,3,5,2,4,2,3,3,3033,Likely,Maybe,5,"['Fitness events', 'Personalized discounts', 'Smart recommendations']",['Poor personalization'],Yes,Beginner,Probably
45,52772,Retired,Tier 2,5,3-4 times,['Cricket'],Yes,['Nets'],Both,5,3,4,4,1,5,5,1400,Likely,Yes,5,"['Personalized discounts', 'Fitness events', 'Loyalty rewards']",['No bundling'],No,Beginner,Definitely Not
49,37124,Working Professional,Tier 2,4,1-2 times,['Cricket'],No,"['Balls', 'Rackets', 'Weights']",Online,3,5,5,4,5,2,5,3052,Likely,No,1,"['Smart recommendations', 'Personalized discounts', 'Eco-friendly packaging']","['Late delivery', 'Poor personalization']",No,Beginner,Probably
44,60504,Business Owner,Metro,1,3-4 times,"['Gym', 'Cycling', 'Cricket']",No,"['Yoga Mats', 'Balls', 'Shoes']",Online,5,5,1,3,5,2,5,2168,Neutral,Maybe,5,"['Eco-friendly packaging', 'Personalized discounts', 'Buy-back offers']","['Poor personalization', 'None', 'Limited stock', 'Not eco-friendly']",Yes,Intermediate,Not Sure
37,41365,Retired,Metro,1,3-4 times,"['Badminton', 'Basketball', 'Cycling', 'Tennis']",Yes,"['Weights', 'Shoes', 'Rackets']",Online,4,2,1,3,1,4,2,1871,Unlikely,Yes,3,"['Fitness events', 'Loyalty rewards', 'Eco-friendly packaging']",['Limited stock'],No,Expert,Probably Not
